original_sentence,processed_sentence,term
"특히 지역사회를 위한 대표적인 사회공헌활동을 이어가고 있는데, 대표사례로는 2022년 산불 피해로 인해 특별재난지역으로 지정됐던 경북 강원 거주민을 지원하기 위해 임직원들과 1대 1 매칭그랜트(MatchingGrant) 방식으로 기금을 마련해 성금을 기부했다.","특히 지역사회 위한 대표적인 사회공헌활동 이어가고 있는데, 대표사례 2022년 산불 피해 인해 특별재난지역 지정됐던 경북 강원 거주민 지원하기 위해 임직원들 1대 1 매칭그랜트(MatchingGrant) 방식 기금 마련해 성금 기부했다.",매칭그랜트
이번엔  재난방송 스튜디오 연결해 산불 현재 상황을 산불 상황도와 CCTV 통해 살펴보겠습니다.,이번  재난방송 스튜디오 연결해 산불 현재 상황 산불 상황도 CCTV 통해 살펴보겠습니다.,스튜디오
지금까지 재난방송 스튜디오에서 전해드렸습니다.,지금 재난방송 스튜디오 전해드렸습니다.,스튜디오
소방당국은 진화헬기 등 가용 자원을 총동원해 주불을 잡겠다는 계획이다.,소방당국 진화헬기 등 가용 자원 총동원해 주불 잡겠다는 계획이다.,가용 자원
밤사이 진화대원과 공무원 등 2700여명이 주요시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지에 힘을 쏟았다.,밤사이 진화대원 공무원 등 2700여명 주요시설 민가 주변 중심 방화선 구축해 확산 저지 힘 쏟았다.,방화선
"특히 변전소, 요양시설, 문화 유산시설 등에 지상진화대원과 공중진화대를 우선 투입해 방화선 구축하는 등 작업도 벌였다.","특히 변전소, 요양시설, 문화 유산시설 등 지상진화대원 공중진화대 우선 투입해 방화선 구축하는 등 작업 벌였다.",방화선
"여권 '잠룡'들도 ""민주당의 9전 전패""""'일단 탄핵부터 하자'는 연쇄 탄핵범들""이라고 가세했습니다.","여권 '잠룡'들 ""민주당 9전 전패""""'일단 탄핵 하자' 연쇄 탄핵범들"" 가세했습니다.",하자
"경북도 관계자는 ""강풍과 높은 기온 등 악조건으로 산불 지역이 확산되고 있다""며 ""민 관 군 등 모든 가용자원을 총동원해 주불 진화에 총력을 기울이겠다""고 말했다．","경북 관계자 ""강풍 높은 기온 등 악조건 산불 지역 확산되고 있다""며 ""민 관 군 등 모든 가용자원 총동원해 주불 진화 총력 기울이겠다"" 말했다．",가용자원
"산림 당국은 전날 오후 헬기가 철수한 후 특수진화대 등 지상 인력을 2728명과 장비 425대를 투입, 방화선을 구축하고 진화 작업을 펼쳤다, 산림 당국 관계자는 ""산지엔 순간 최대풍속 초속 13m의 강한 바람이 불고 있다""며 ""가용 장비와 인력을 투입 주불을 잡는 데 집중하겠다""고 밝혔다.","산림 당국 전날 오후 헬기 철수한 후 특수진화대 등 지상 인력 2728명 장비 425대 투입, 방화선 구축하고 진화 작업 펼쳤다, 산림 당국 관계자 ""산지 순간 최대풍속 초속 13m 강한 바람 불고 있다""며 ""가용 장비 인력 투입 주불 잡는 데 집중하겠다"" 밝혔다.",방화선
국가 소방동원령이 추가 발령되면서 의성지역에는 소방 펌프차 등 장비 226대가 투입됐다 밤사이 진화대원과 공무원 등 2천700여명은 주요시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지에 힘을 쏟았다.,국가 소방동원령 추가 발령되면서 의성지역 소방 펌프차 등 장비 226대 투입됐다 밤사이 진화대원 공무원 등 2천700여명 주요시설 민가 주변 중심 방화선 구축해 확산 저지 힘 쏟았다.,방화선
이번엔  재난방송 스튜디오 연결해 산불 현재 상황을 산불 상황도와 CCTV 통해 살펴보겠습니다.,이번  재난방송 스튜디오 연결해 산불 현재 상황 산불 상황도 CCTV 통해 살펴보겠습니다.,스튜디오
지금까지 재난방송 스튜디오에서 전해드렸습니다.,지금 재난방송 스튜디오 전해드렸습니다.,스튜디오
'대대행 체제'로 한계가 뚜렷했던 미국 도널드 트럼프 행정부발 통상 리스크 대응에 적극 나서겠다는 의지를 피력한 셈이다.,'대대행 체제' 한계 뚜렷했던 미국 도널드 트럼프 행정부발 통상 리스크 대응 적극 나서겠다는 의지 피력한 셈이다.,리스크
이번엔  재난방송 스튜디오 연결해 산불 현재 상황을 산불 상황도와 CCTV 통해 살펴보겠습니다.,이번  재난방송 스튜디오 연결해 산불 현재 상황 산불 상황도 CCTV 통해 살펴보겠습니다.,스튜디오
이번 화재로 산불 진압 시스템의 취약점이 드러나자 체계를 조정해야 한다는 의견도 나온다.,이번 화재 산불 진압 시스템 취약점 드러나자 체계 조정해야 한다는 의견 나온다.,시스템
"'통상전쟁'이 가장 시급, 마은혁 문제도 뇌관 가장 시급한 현안은 글로벌 통상전쟁이다.","'통상전쟁' 가장 시급, 마은혁 문제 뇌관 가장 시급한 현안 글로벌 통상전쟁이다.",글로벌
국립산림과학원의 '산불진화관리와 안전' 매뉴얼에도  적극적으로 진화하되 안전을 최우선으로  탈출로를 확보하고  위험지역에는 감시자를 급파한다 등의 규정이 들어 있다.,국립산림학원 '산불진화관리 안전' 매뉴얼  적극적 진화하되 안전 최우선  탈출로 확보하고  위험지역 감시자 급파한다 등 규정 들어 있다.,매뉴얼
"익명 커뮤니티 등에서는 ""공무원은 불사조냐"" ""산불 나면 산림청에, 선거 때는 선관위에 시달린다""","익명 커뮤니티 등 ""공무원 불사조냐"" ""산불 나면 산림청, 선거 때 선관위 시달린다""",커뮤니티
"제가 지금 나와 있는 이곳 현장 지휘본부도 안전을 위해 의성읍으로 위치를 옮겼는데, 어제 오전까지만 해도 공기가 맑았던 이곳에도 이제는 매캐한 탄내가 가득합니다.","제 지금 나와 있는 이곳 현장 지휘본부 안전 위해 성읍 위치 옮겼는데, 어제 오전 해도 공기 맑았던 이곳 이제 매캐한 탄내가 득합니다.",공기
울주군 특별사법경찰관은 를 조사한 뒤 검찰에 송치할 계획이다.,울주군 특별사법경찰관은  조사한 뒤 검찰 송치할 계획이다.,검찰
의성군은 산불 진화 후 이 성묘객을 검찰에 송치할 예정이다.,의성군 산불 진화 후 이 성묘객 검찰 송치할 예정이다.,검찰
2023년 3월 경남 합천군 용주면에서 산불을 내 나무 22만그루를 태운 50대는 검찰에 송치됐으나 심신미약 등을 이유로 불기소 처분을 받았다.,2023년 3월 경남 합천군 용주면 산불 내 나무 22만그루 태운 50대 검찰 송치됐으나 심신미약 등 이유 불기소 처분 받았다.,검찰
한편 25~26일에는 지난 주말 고비사막과 내몽골고원에서 발원한 황사에 미세 먼지까지 서풍에 실려 우리나라로 유입되며 공기 질이 최악이 될 전망이다.,한편 25~26일 지난 주말 고비사막 내몽골고원 발원한 황사 미세 먼지 서풍 실려 우리나라 유입되며 공기 질이 최악 될 전망다.,공기
이번엔  재난방송 스튜디오 연결해 산불 현재 상황을 산불 상황도와 CCTV 통해 살펴보겠습니다.,이번  재난방송 스튜디오 연결해 산불 현재 상황 산불 상황도 CCTV 통해 살펴보겠습니다.,스튜디오
"""화마가 의성에서 가장 동쪽 마을인 옥산면 민가 바로 앞까지 들이닥쳤습니다. 의용소방대원들은 방화선을 구축하고, 불길을 막기 위해 사투를 벌이고 있습니다.""","""화마 의성 가장 동쪽 마을인 옥산면 민가 바로 앞 들이닥쳤습니다. 의용소방대원들 방화선 구축하고, 불길 막기 위해 사투 벌이고 있습니다.""",방화선
이번엔  재난방송 스튜디오 연결해 산불 현재 상황을 산불 상황도와 CCTV 통해 살펴보겠습니다.,이번  재난방송 스튜디오 연결해 산불 현재 상황 산불 상황도 CCTV 통해 살펴보겠습니다.,스튜디오
"당국은 다음날 일출 전까지 국가주요시설과 민가 등 주변에 인력 배치하고 방화선을 구축, 오는 25일 해가 뜨는 대로 진화 헬기 등을 재투입해 대대적인 진화 작업에 나설 계획이다.","당국 다음날 일출 전 국가주요시설 민가 등 주변 인력 배치하고 방화선 구축, 오는 25일 해 뜨는 대로 진화 헬기 등 재투입해 대대적인 진화 작업 나설 계획이다.",방화선
다음날 일출 전까지 국가 주요시설과 민가 등에 인력을 배치하고 방화선을 구축한다는 계획이다.,다음날 일출 전 국가 주요시설 민가 등 인력 배치하고 방화선 구축한다는 계획이다.,방화선
또 다음날 일출 전까지 국가주요시설과 민가 등 주변에 인력 배치하고 방화선을 구축할 방침입니다.,또 다음날 일출 전 국가주요시설 민가 등 주변 인력 배치하고 방화선 구축할 방침입니다.,방화선
사흘째 계속된 의성 산불이 이날 오후 4시 10분쯤 도로를 경계로 두고 마주한 안동시 길안면 현하리 야산으로까지 번진 상황이라 방화선 구축 범위는 전날보다 늘었습니다.,사흘째 계속된 의성 산불이 날 오후 4시 10분쯤 도로 경계 두고 마주한 안동시 길안면 현하리 야산 번진 상황이라 방화선 구축 범위 전날 늘었습니다.,방화선
오히려 연기나 먼지가 공기 중에 갇혀서 헬기를 운항할 때 시야가 방해될 수 있다는 우려도 나옵니다?,오히려 연기 먼지 공기 중 갇혀서 헬기 운항할 때 시야 방해될 수 있다는 우려 나옵니다?,공기
어떤 시스템이 바뀌어야 한다고 보시나요?,어떤 시스템 바뀌어야 한다고 보시나요?,시스템
"특히 변전소, 요양시설, 문화 유산시설 등에 지상진화대원과 공중진화대를 우선 투입해 방화선 구축하는 등 작업도 벌였다.","특히 변전소, 요양시설, 문화 유산시설 등 지상진화대원 공중진화대 우선 투입해 방화선 구축하는 등 작업 벌였다.",방화선
"김 지사는 또 ""산불 발생 시에는 헬기를 집중적으로 투입해 초기 진압에 최선을 다하고, 발생지 인근 시군에서도 경계를 가리지 말고 가용 자원과 인력을 지원해 확산 차단에 총력을 다하라""라고 강조했다.","김 지사 또 ""산불 발생 시 헬기 집중적 투입해 초기 진압 최선 다하고, 발생지 인근 시군 경계 가리지 말고 가용 자원 인력 지원해 확산 차단 총력 다하라"" 강조했다.",가용 자원
"유승민 회장 ""희생자에 깊은 애도"" 체육시설 점검과 사전 예방 조치 요청 대한체육회가 최근 전국적으로 발생한 대형 산불과 관련해 각 시도 및 시군구체육회에 위기대응 매뉴얼을 전달했다.","유승민 회장 ""희생자 깊은 애"" 체육시설 점검 사전 예방 조치 요청 대한체육회 최근 전국적 발생한 대형 산불 관련해 각 시도 및 시군구체육회 위기대응 매뉴얼 전달했다.",매뉴얼
상대습도가 낮으면 공기 중 수분이 적기 때문에 낙엽과 나뭇가지가 더 빨리 마른다.,상대습도 낮으면 공기 중 수분 적기 때문 낙엽 나뭇가지 더 빨리 마른다.,공기
"권춘근 국립산림과학원 박사는 ""기후변화로 인해 앞으로 국내에서도 산불은 연중화되고 또 대형화될 것""이라며 ""장기적으로 산불에 대한 위험성을 예측해 선제적으로 대비하는 시스템이 필요하다""고 말했다.","권춘근 국립산림학원 박사 ""기후변화 인해 앞 국내 산불 연중화되고 또 대형화될 것""이라며 ""장기적 산불 대한 위험성 예측해 선제적 대비하는 시스템 필요하다"" 말했다.",시스템
"경상남도 산청, 경상북도 의성 등 영남권을 중심으로 전국 곳곳에서 동시다발적으로 발생한 산불로 사상자가 발생하는 등 피해가 막심한 가운데, 대한체육회가 긴급하게 시 도 및 시 군 구체육회에 위기대응 매뉴얼을 전달했다.","경상남도 산청, 경상북도 성 등 영남권 중심 전국 곳곳 동시다발적 발생한 산불 사상자가 발생하는 등 피해 막심한 운데, 대한체육회 긴급하게 시  및 시 군 구체육회 위기대응 매뉴얼 전달했다.",매뉴얼
"최민건 BGF리테일 ESG팀장은 ""앞으로도 행정안전부 등과 24시간 핫라인을 유지하며 상시 모니터링을 통해 추가 지원이 필요할 경우 빠르게 대응하도록 만전을 기하겠다""고 전했다.","최민건 BGF리테일 ESG팀장 ""앞 행정안전부 등 24시간 핫라인 유지하며 상시 모니터링 통해 추가 지원 필요할 경우 빠르게 대응하도록 만전 기하겠다"" 전했다.",모니터링
